metric_id,task_id,name,value,timestamp 
mostly71-f2b8-4435-ab64-a7900963fbfd,mostly3c-fee7-4df4-925f-c64b0a9f7f07,throughput,106.941,2025-08-03T08:10:35.000
mostly81-fdfb-4459-82e2-696f19fe5d32,mostly3d-0c86-413a-b0c4-00ec9e181767,error_rate,0.918,2025-08-02T13:23:14.000
mostlya5-ca0c-43d1-a391-aa9b077fc005,mostly3d-26c1-408e-bc23-fb71dd2a077e,error_rate,143.017,2025-06-16T18:27:30.000
mostly80-e56a-49e9-99cb-5c1129417bdc,mostly3d-436d-4c9e-8e41-c80b1c577903,cpu_usage,56.999,2025-05-30T08:56:21.000
mostly8b-e7c9-48b5-b99c-23a1ca930c86,mostly3d-488f-46b0-9528-8b7c7334a74b,latency,67.494,2025-06-15T10:34:01.000
mostly36-b3c2-44e7-b07f-be51981bb50c,mostly3d-4f21-45b0-a51d-11b373160688,latency,1.568,2025-01-17T08:28:02.000
mostlyca-f0ee-4b64-a2ff-12d467f44d43,mostly3d-5242-4937-a52d-6154d51b6e84,gpu_utilization,2.242,2024-10-15T08:30:27.000
mostly8f-c398-43f0-8af6-286a662d6daf,mostly3d-61ff-49d2-aacf-f85b3aa8a0ed,latency,46.036,2025-03-10T11:10:30.000
mostlyd8-be92-4501-bbbe-f8e2115f72cd,mostly3d-6430-4112-8cc9-90ef9229e023,latency,649.852,2025-10-03T19:50:00.000
mostlyaa-b95b-4396-aa42-b49fdd6cec36,mostly3d-6917-42dd-bd06-f1dab5c2f0fa,latency,305.395,2025-09-16T14:32:30.000
mostly1b-6092-4531-a2b9-b2f4e9dfcffc,mostly3d-6a8a-4888-a279-6af1d9a4d87d,latency,952.466,2025-01-19T03:06:50.000
mostlya6-ee12-4ad0-a188-52c8a270bbca,mostly3d-6d5d-444d-8864-616aa10e3dde,latency,303.52,2025-06-08T08:02:25.100
mostly23-01d6-4f31-afc0-46ee0a9a60ef,mostly3d-771e-49c9-a50f-c8628a57f797,latency,259.144,2025-02-10T08:40:05.000
mostly4e-da84-4c13-bf12-5eda24baa683,mostly3d-87c3-4dda-b817-5731bf584d6a,throughput,86.449,2025-09-15T08:45:15.200
mostly56-d684-4ab2-bf06-e865a1a2019a,mostly3d-c6ef-42b1-b997-c83ac3c87ac9,latency,1.841,2025-09-04T12:05:06.000
mostlycc-0368-4f70-928d-f690be2599b4,mostly3d-d5fb-4954-89b5-18467b29dd91,latency,284.76,2025-06-15T08:02:34.000
mostly40-7abb-4056-ada7-1dbe58060698,mostly3d-d879-4f8a-95ad-b23b711f4c5f,latency,454.195,2025-10-03T19:50:00.000
mostlydf-cccb-46f2-ac27-2dd195ded8f8,mostly3d-e659-49c7-831d-288e90675b85,latency,33.401,2025-08-15T11:08:35.000
mostlyd4-f51a-4506-bfad-244bbdb85d60,mostly3e-0148-41d1-b57b-f250314d7f96,throughput,969.134,2025-06-01T03:04:30.000
mostly83-71bc-4fc5-8806-90664a1cebfe,mostly3e-06c3-4cb2-9879-41c08ecff91e,latency,412.891,2025-10-03T19:50:00.000
mostly60-65f4-4040-930e-650f11ca9b64,mostly3e-566e-4ce8-a1bf-bb276fde157a,latency,181.471,2025-08-10T09:13:30.000
mostly49-e873-4577-a212-e913e29ff512,mostly3e-5793-4128-9698-92f890e237f8,latency,0.932,2025-10-03T19:50:00.000
mostly2b-453e-490e-8330-d11d5fcda46e,mostly3e-6768-4bbe-a15d-1fa8cf4e300f,accuracy,0.025,2025-02-08T18:03:36.000
mostly51-f57b-4837-92fc-641d0d4f8a94,mostly3e-6bb5-4a6e-ab0b-34a6c281d0b6,accuracy,2.822,2025-02-18T11:40:37.000
mostly46-c346-4954-b892-b4c9897d29b8,mostly3e-7357-42aa-b17c-887753dd5eab,latency,398.546,2025-01-20T14:03:30.000
mostlyd9-e888-4ab8-b7b3-bc1a2ba59517,mostly3e-75ee-4f7a-93ce-202cae6e2721,latency,17.246,2025-05-02T15:05:11.000
mostlyb0-aa1d-462c-9802-f47ff2f22d1a,mostly3e-84fe-4656-9492-4b17e0b999c9,latency,0.021,2025-08-18T08:46:00.000
mostlyff-d071-47d4-ae56-8acafe33098e,mostly3e-9586-41fa-9f76-88e5d7d520d0,latency,66.199,2025-01-15T14:06:12.000
mostly76-0620-4f0d-afd0-f265c4864f3b,mostly3e-b98a-4098-8b63-cae268e44441,latency,1.663,2025-01-15T14:35:05.000
mostly02-60e5-4295-abc3-c72f31a393a7,mostly3e-c273-46d7-bfca-ddf0488afe72,latency,912.297,2025-01-08T08:05:30.000
mostly56-db4e-4267-a91c-473be01feb38,mostly3e-c2de-4254-b4b2-8a50dc6edada,latency,0.029,2025-10-03T19:50:00.000
mostlyc1-2c68-41a0-afed-92693f1f8486,mostly3e-c468-461b-b980-655dd143928a,error_rate,428.333,2025-09-16T19:10:30.000
mostlyb9-e522-47a0-a082-71fae2e45500,mostly3e-e541-41e5-b69d-1e6f34041c64,latency,306.782,2025-01-05T22:03:58.010
mostly11-881b-4108-8d69-fec2848263cf,mostly3e-f1e9-474d-815b-cd3903e27c72,latency,54.304,2025-08-09T16:09:10.200
mostly7b-11d1-46dd-b092-e6e13e2118c6,mostly3f-2d4a-454a-bb9c-bbe969ee5ec7,latency,0.019,2025-02-20T09:02:21.200
mostly85-b65c-40f6-bebb-6007aa9931ca,mostly3f-5a76-4938-a330-43c1e90c0209,latency,559.181,2025-02-17T19:40:00.000
mostlye0-186d-4eba-8dc4-534d484707b0,mostly3f-6001-4d89-84ba-0de1c1dc8284,latency,72.035,2025-04-07T14:05:18.000
mostlya0-8ad9-4d75-a799-c776b3fe8072,mostly3f-7e30-4665-b10c-709ddbc69850,latency,124.13,2025-01-15T14:41:36.400
mostly81-343f-4950-8827-939bf771024c,mostly3f-8f14-46f7-8020-565dcfe580ec,error_rate,42.817,2025-10-03T19:50:00.000
mostly6f-356c-45c1-83a7-c78bbee16291,mostly3f-908f-4386-932c-b3046263769d,latency,0.244,2025-02-18T02:00:30.000
mostlye0-20c9-4c77-8745-0d89b32a502e,mostly3f-a3ca-4c85-abe9-e873699d2a5c,latency,219.881,2025-05-15T08:05:05.000
mostly18-1583-4c02-965f-193660d04107,mostly3f-b168-4507-b043-550b1541f269,latency,63.836,2025-02-16T07:26:05.000
mostly44-5a53-4d0e-8ef6-d3ab7e013957,mostly3f-c581-4af2-952b-a819598aed60,latency,183.669,2025-09-18T08:20:10.000
mostly65-f044-435b-a98e-dcc48358a213,mostly3f-cdcc-4ee5-99bb-0faacbd72b7e,cpu_usage,274.805,2025-01-08T11:32:30.000
mostlydc-7a96-4c1b-90a7-69b76bf54120,mostly3f-cf7e-4196-a505-26c4af470eb6,loss,67.888,2025-02-15T08:12:12.000
mostly27-dfe2-458f-b7b7-c95317c3cc67,mostly3f-e1db-408f-961f-f1dd03243067,latency,77.621,2025-08-20T09:12:30.000
mostly79-f0fc-4872-badd-34c7850c860e,mostly3f-ffc8-4156-9f0e-4480f5ee4bf6,throughput,120.638,2025-10-03T19:50:00.000
mostlyd4-2b25-40dd-8aae-4277572c7753,mostly40-0d4f-4f80-b5b2-963b79890e42,accuracy,156.99,2025-01-17T08:42:20.000
mostly88-0d04-4e9f-bd23-96f319a150ab,mostly40-13bb-4b5d-b68d-fe338977bf51,latency,0.042,2025-02-12T08:03:27.000
mostlya5-3251-47aa-af6f-1d1f99b60927,mostly40-172f-4ee9-be6a-8e695ee130bd,latency,0.037,2025-02-05T08:40:30.100
mostly77-a34b-4c25-8d15-d35a3a6d71ee,mostly40-1ae2-4a1a-9b66-e015261975e8,latency,904.335,2025-09-16T08:02:30.000
mostly5c-475f-448a-888f-b635b759d3bb,mostly40-308e-4876-ae7c-f9077fa6dc02,latency,0.733,2025-10-03T19:50:00.000
mostlyba-a38c-452e-9974-56725d92f013,mostly40-5b9e-4722-bce6-0083a618b040,gpu_utilization,67.537,2025-10-03T19:50:00.000
mostlyc7-2541-4ec3-adba-aac0c0a1dbd6,mostly40-61b4-4fed-a6a6-fe3033b9b06d,latency,905.628,2025-09-15T11:05:07.000
mostlyb8-8032-4b9a-9c37-f1ece073e7f9,mostly40-880e-4684-8160-b6be378380fb,latency,0.508,2025-10-03T19:50:00.000
mostly03-123d-4a99-8b04-fdd3bf788927,mostly40-91a4-4281-bfd0-80299e0b6a10,latency,210.923,2025-02-04T04:43:15.000
mostly1f-753c-458d-b3d9-49fa1de42530,mostly40-9cdb-4c87-a8fa-d73561f2477d,latency,56.33,2025-02-10T12:00:06.000
mostly74-e70e-4fc9-ba09-ec4a57c9ac78,mostly40-9d3a-44e4-90d6-be05257a146b,cpu_usage,151.674,2025-01-04T08:58:05.000
mostly92-b554-4b0c-8930-804f668a1949,mostly40-aba0-45be-8aa2-a3cff41982ff,memory_usage,152.36,2025-02-15T15:39:44.000
mostly70-d7c1-4d2f-a9b7-89b5558a0184,mostly40-b0b1-4f0e-99bb-84f2b024d126,latency,901.99,2025-05-17T08:42:30.000
mostlyb4-60b2-4785-a759-e3ebfee0201d,mostly40-cbcf-4ed7-bdb0-10edfcef08aa,latency,508.632,2025-08-03T08:33:40.000
mostlye0-9041-46f0-a8be-9814d3f6d4ee,mostly41-04c5-40a3-a0b5-8f6134c397fa,latency,0.023,2025-10-03T19:50:00.000
mostlydb-0649-4841-bd83-07bcd8f00928,mostly41-0940-42d4-9f64-300696a90fb8,latency,71.753,2025-01-15T09:23:33.000
mostly7e-171e-4f9d-9ce9-0ad43bd85c97,mostly41-1b22-4623-a115-baab57aba0b1,latency,0.111,2025-10-03T19:50:00.000
mostlyad-0497-452c-9aa4-b6bdb96c8669,mostly41-2bc0-4902-a913-b98cac09a263,latency,68.7,2025-09-12T14:06:44.000
mostlybd-397f-4362-9616-a0ee45e8ae33,mostly41-3c3a-467e-927b-c541cf72bfe0,accuracy,0.764,2025-02-15T15:03:22.800
mostlyb9-ee3f-48e4-abe0-c15fc6c50227,mostly41-5401-481f-b429-b50a3cb50cb9,throughput,0.142,2025-10-03T19:50:00.000
mostly47-cf10-4107-971c-32c4c7af11d5,mostly41-5492-4360-89b6-129c65f806be,gpu_utilization,0.015,2025-01-20T08:20:05.000
mostlyc8-3a1f-47a4-9f9f-c973af22dca9,mostly41-6345-4714-b1de-09fe82b1f99a,latency,18.266,2025-09-15T10:13:40.000
mostlyb8-8ef3-4f77-90f7-4afe8387ec2b,mostly41-8fe7-48f3-97f9-d37b19c6e3d8,latency,70.846,2025-08-13T03:01:37.500
mostlyd2-0a1d-42f6-b1f2-46789eb097d8,mostly41-90bf-4e6f-b238-0fac650addc1,error_rate,68.983,2025-02-16T18:13:22.000
mostly3e-e4ad-4bc9-92d8-37d4c0d63d36,mostly41-a5ca-4f82-afcf-4b1b074636b8,error_rate,321.983,2025-01-18T08:10:06.000
mostly22-b846-4c62-8abe-b984325b59bd,mostly41-bc2f-4ea0-a327-dea1ba8472ea,loss,117.983,2025-02-25T08:42:30.000
mostlya7-295f-4aeb-bd47-a3b79962a85b,mostly41-cb96-4ace-92f6-bc3a04f3fbfa,latency,62.526,2025-03-23T22:00:06.000
mostlyc3-1889-47ef-9f0b-1565a46a74ce,mostly41-d05f-44d2-b89b-58ae30d010d3,latency,74.39,2025-01-03T17:10:03.500
mostly5b-85e5-444e-87fe-c1786cfba116,mostly41-d283-4aa3-aa72-7d2b407a34b1,latency,0.92,2025-01-03T14:10:03.000
mostlyb4-0e76-46b0-92a2-976f9169a842,mostly41-dcb0-4320-a524-47e457260a56,latency,82.762,2025-01-12T11:00:18.000
mostly66-bfec-4648-b320-f757aaf03573,mostly41-ed47-4078-a413-81192988958c,latency,441.63,2025-04-15T18:08:07.000
mostly97-daad-4497-a6fc-90baee79efde,mostly41-ef13-4d52-a04f-c637d7b5e88c,error_rate,0.01,2025-06-30T08:45:30.000
mostlyb4-535b-4d97-b560-e0a614f078e8,mostly42-1b54-4acb-bceb-bfd22e276fe8,latency,183.385,2025-02-03T15:31:03.000
mostlyda-ce08-4af9-9ac3-93febdae1ee8,mostly42-3010-48ca-bba7-bf868f051542,latency,147.048,2025-08-18T11:41:12.000
mostly28-7c1d-4597-ab8e-313d1566a6e1,mostly42-41d0-4224-9dd3-24c558c7c82b,gpu_utilization,68.595,2025-10-03T19:50:00.000
mostly74-f193-41de-83fd-eb0ab5bd6f44,mostly42-5053-4c3c-bc64-e1d70973a8c9,latency,0.021,2025-10-03T19:50:00.000
mostlye1-2325-4086-b3c9-b982712597cc,mostly42-5467-4033-9d72-5319df06d5a9,latency,1.783,2025-06-04T08:27:30.000
mostly49-66ed-4be4-8275-413aea7e5d58,mostly42-7191-404c-b093-ebffd8313a76,latency,2.838,2025-06-15T10:55:20.000
mostly4a-f6e4-4c03-b053-68a02d82ddd1,mostly42-730e-4e26-a828-97eb17147ec9,throughput,143.953,2025-06-04T08:20:00.000
mostlyae-54c0-400d-94f2-f9b537d9c472,mostly42-783a-4b3d-b63d-7778a0589405,error_rate,0.944,2025-06-20T11:30:19.000
mostly28-c11d-41a0-9e7c-20858dd19c08,mostly42-7c1f-43bc-b2e8-343e6aefcc42,latency,99.54,2025-09-15T22:47:30.000
mostly48-afb0-4d85-b956-21e97921b59a,mostly42-8460-4987-861e-b40eb377f231,latency,451.947,2025-02-18T18:05:30.000
mostly2c-f3df-41ae-95e3-ea3236792854,mostly42-855d-4c6c-a39f-74058b83fe10,latency,535.642,2025-01-03T08:20:00.000
mostly37-354a-4756-8345-415aa02f337d,mostly42-8fa2-4101-b63c-8c549293dbcc,latency,0.723,2025-01-18T08:28:00.000
mostlyd7-df81-4671-a150-adb57ea9718c,mostly42-91e8-47e8-afe7-65c1c39307bd,latency,43.073,2025-05-15T08:05:30.000
mostly33-834b-4bea-8c51-ec8517598527,mostly42-9d5a-46ec-933a-4ab2489c986d,latency,67.271,2025-09-28T08:13:00.000
mostlyd5-ea6d-4b10-ae0d-df2889e0472e,mostly42-9e73-43e0-a036-7f60d79e7525,error_rate,153.621,2025-09-11T21:02:22.000
mostlya3-8034-46e0-94b6-8b950b310e84,mostly42-b1cd-4065-b8b1-3b562619ee1b,throughput,252.477,2025-06-08T08:03:09.000
mostlyc6-32d6-452d-9550-2400b40a1d2d,mostly42-bcd7-4f35-9229-67a7fee67a11,latency,524.542,2025-02-12T14:03:38.000
mostlyd5-5d27-464e-a0f9-026e9443f47f,mostly42-ccad-4c2d-808c-c7842b292beb,latency,75.338,2025-05-15T08:03:30.000
mostlyb6-739d-4106-9ec3-14e3113e2123,mostly42-ccdf-4e73-8899-43a4e7c650a4,gpu_utilization,1.528,2025-10-03T19:50:00.000
mostly31-14da-4991-87df-12717ad4dedb,mostly42-dd70-4353-9a73-50923c63bab3,latency,63.736,2025-06-16T02:21:27.000
mostly07-3556-4e0b-9522-bbb90a4bd301,mostly43-06e5-46ad-8c02-965b22cf2fe8,cpu_usage,143.66,2025-10-03T19:50:00.000
mostly6e-2de6-47e5-a6a4-2365c8d6f787,mostly43-0d36-4443-ab74-8f9b13a46020,latency,71.977,2025-08-15T08:19:22.000
mostly63-4e6c-43b3-8341-45691f5cf18a,mostly43-2b9c-4485-8265-0e641c0e7618,latency,0.039,2025-02-09T03:01:07.000
mostly0e-7e7f-4834-ba6c-105b8dbd4f1b,mostly43-395f-46f9-903a-eec36f04a3d7,throughput,128.687,2025-02-25T08:46:05.000
mostly41-7b11-428a-9ebb-bdd127e922cd,mostly43-3f04-4165-a8f0-d5d59742b4e8,error_rate,122.881,2025-08-15T19:59:30.000
mostlyd7-d0e7-4b5d-aa4f-70d0d8ce5096,mostly43-66cd-4d58-8806-2076fb8461cb,latency,59.26,2025-10-03T19:50:00.000
mostly4c-79a4-4acb-b7cb-5eaaf5b91143,mostly43-7857-4701-b995-2bfdb31fa7e0,latency,71.812,2025-08-15T18:28:36.000
mostly0e-3812-4f4a-b9c3-2574c3eb9ff7,mostly43-7a4c-4ee7-8d6b-b661fe26ad3a,latency,0.013,2025-07-19T08:48:40.000
mostly40-4181-407a-b9bc-0f7162f68cdb,mostly43-7f15-4a1c-a1bc-b018be646ec5,error_rate,0.016,2025-05-12T03:20:20.200
mostlya3-dd40-4363-9b8f-72cfecca60b9,mostly43-908e-428f-a6c4-8f11ed3c5038,latency,32.608,2025-02-12T21:12:10.000
mostly42-f9fe-4ba6-877e-8b79bf553622,mostly43-9339-4138-8621-aa8c2d163fea,latency,72.243,2025-01-01T14:41:25.000
mostlyf2-7cb8-4230-801a-d4891ddaffb2,mostly43-af91-439f-ac67-bbe841cc6af1,latency,160.295,2025-01-15T03:46:30.000
mostly60-f0d2-40e3-945e-006dce4e9e4a,mostly43-c0e8-4d43-a545-0fe1d9b78855,latency,419.601,2025-06-10T08:56:00.000
mostly8e-91a4-42af-8692-7b1e8ae753d2,mostly43-d085-4a44-93ae-fbb59d1c6fdb,latency,144.556,2025-06-09T14:05:30.000
mostlyaf-64bb-45a2-bf58-cdd0ed5a255c,mostly44-0b03-4cd8-ad1c-6486089d325e,throughput,301.992,2025-06-03T18:03:00.000
mostly88-d257-4202-b5b7-a42c6d0ffda0,mostly44-0b77-42bc-8eb5-30d0f1e04f08,latency,351.345,2025-01-09T15:16:15.000
mostly15-0665-44c8-9d45-a871a2fbb50a,mostly44-754f-4caf-9e26-e452d6540884,latency,86.528,2025-06-10T14:00:52.000
mostly17-7eea-49e6-9de8-21870fb401c7,mostly44-7c16-443d-8a66-eba1adb0ccc9,latency,0.912,2024-09-07T08:10:30.000
mostly17-956f-479b-8949-e3a2e7cf8431,mostly44-8ec5-4ebb-ba2c-4b97eb99cd2a,accuracy,0.013,2025-01-15T22:25:11.000
mostly50-9e6a-44ea-b1cb-c86198baac23,mostly44-9b07-4157-a1a6-da2ec8735fc1,latency,232.52,2025-09-06T18:35:30.000
mostly1d-0fa2-4060-b955-66b556277957,mostly44-bfe5-4b99-a6ca-5bdcb22eb021,latency,904.822,2025-06-01T08:07:27.500
mostlya9-ecbf-4f32-9841-e65c3057e14f,mostly44-cbea-4fde-866e-2d1ea8c62eaa,cpu_usage,0.034,2025-10-03T19:50:00.000
mostlyc4-baa0-4704-8e70-a503a01adec2,mostly44-f5e5-4d2d-9902-e0dda0a771fc,latency,448.558,2025-05-03T08:12:00.000
mostlye4-b5f2-4e30-bf72-296022ce6301,mostly44-fbad-4ebe-8b7c-5f48d5b1474b,latency,441.228,2025-09-09T08:30:30.000
mostlyb3-2e00-47fe-9bcd-0bf4987bcff8,mostly45-32ff-4fb7-b36f-cdc277b8b825,latency,150.545,2025-02-16T11:10:47.000
mostly95-451e-4bee-9439-0e3d27143d46,mostly45-458c-451b-ae41-daaa0d1f9ac1,latency,282.754,2025-08-15T15:15:30.000
mostlye6-3051-4286-99ce-45b715973892,mostly45-46e2-44d0-82c7-1ed7a91caca9,accuracy,53.211,2025-04-04T14:16:05.000
mostly64-b42a-4d32-b842-68425c10b917,mostly45-6a6d-4c56-8856-b65f7974a4ec,latency,0.0,2025-01-17T18:41:30.400
mostlyc4-9be7-4b15-8ec4-1b09a241ca51,mostly45-88ea-4679-9720-349325f62371,cpu_usage,662.297,2025-09-15T08:10:25.000
mostly56-6e2c-49e8-9dc1-a4cfdaa23a7d,mostly45-a643-4967-90f8-27f011d9f753,latency,0.749,2025-05-07T11:13:55.500
mostly64-6625-4b05-9215-5e77c87b893e,mostly45-b9f5-4119-ac9b-f72c3b19c5d0,error_rate,142.834,2025-01-15T10:40:41.000
mostly19-b8d1-4e42-af83-d4f718c88e0a,mostly45-f12d-4440-a466-1c4af7727b75,latency,927.086,2025-09-18T18:42:00.000
mostly91-4c6b-4bd1-abea-b952495238ef,mostly45-f46a-4771-bba8-cd78e67481c0,throughput,71.175,2025-04-11T14:03:40.000
mostly63-957c-4e43-91db-fe46e47e984c,mostly46-1ddb-4bb3-b355-ff97b33300d2,latency,970.404,2025-02-05T22:08:00.000
mostlyfb-d7f9-451f-959a-5028dadafbb0,mostly46-4f2c-491d-bc56-c6de0663b390,latency,58.878,2025-08-11T11:16:40.000
mostlyb2-2ab0-4c82-9908-67ffa95d6b85,mostly46-504f-4711-84e6-b1fc71db3ced,latency,0.615,2025-02-18T23:13:05.000
mostly0c-4109-489d-9e20-84b851f4a99d,mostly46-5700-4ef1-9568-a9833aa8a7c3,throughput,846.583,2025-01-18T09:42:00.000
mostlyd4-321c-4df7-bb3b-0739fb0c091d,mostly46-5e3c-433d-b80e-6a07c24189e3,latency,0.021,2025-09-19T21:10:05.000
mostly4a-6e94-4c7e-b989-7f66bd2d6cc2,mostly46-8760-4c8b-aa85-27f9d263daf2,latency,0.084,2025-05-12T14:40:54.400
mostly15-18f4-46da-9cfc-6dcd1528f381,mostly46-8765-49a6-bca1-af51cb7366c1,latency,396.915,2025-08-09T10:03:30.000
mostly79-e858-4bc5-9a3f-8f586dfd99f5,mostly46-a768-4f2f-bff4-e3f343d786bd,latency,280.52,2025-10-03T19:50:00.000
mostly72-54ab-4b8a-bd1a-4622001db681,mostly46-afa5-44f8-8e6b-a9d8f03e2922,latency,156.349,2025-02-25T12:22:22.000
mostlyaa-80af-4b82-a016-bc2d64cc2935,mostly46-d000-4a26-a75e-9eaa9a5d2549,latency,0.014,2025-02-10T07:12:22.000
mostly24-0e10-4b8e-8771-1a7ea931f804,mostly47-0a3d-473a-a639-4011b7f865cf,latency,1.013,2025-02-21T10:43:00.000
mostly4d-cfca-4892-855c-511abf87dab4,mostly47-30a6-4166-9756-83784fa4f474,latency,0.749,2025-01-10T08:33:09.000
mostly41-b8db-409c-9c14-2fb8ab18d80d,mostly47-332a-42f0-8558-f331b3940aed,latency,83.656,2025-02-15T07:25:21.000
mostly15-8c99-460c-8f3c-264ad2039f59,mostly47-3ac4-4c5b-a5fa-3cc692c16950,latency,0.007,2025-09-05T14:30:00.000
mostlya3-019e-4605-9bb5-70e7fc39e447,mostly47-67c4-4677-beed-60c7eed3a0cf,error_rate,55.108,2025-01-11T14:52:48.000
mostly4e-7837-49a0-97e5-fb57a6756186,mostly47-70d5-4ee6-bbba-077acf502a11,latency,0.725,2025-08-17T18:28:30.000
mostly93-f5d8-40c1-b614-d4454b5414d4,mostly47-727d-4752-8fb8-75c43028d8ce,latency,368.484,2025-09-12T11:11:00.000
mostly50-1deb-4954-95de-7c7aab9f2bce,mostly47-7a1b-468e-9ac4-c413c112cd58,latency,62.286,2025-01-03T02:14:05.000
mostly29-e9f8-4fb7-9023-3d333d3fd550,mostly47-dd9b-4858-8110-db7fd9d5bc7e,latency,707.764,2025-09-18T08:13:30.000
mostly36-8906-458f-9a8d-811a05fa1eef,mostly47-e424-486f-ae84-fc5c0cdab492,memory_usage,118.367,2025-06-05T08:46:18.700
mostly31-8943-4bb0-abba-fac6acbb7851,mostly47-f0b3-487d-b722-a666217028bd,throughput,71.316,2025-01-06T14:24:30.000
mostlyad-5763-4642-be56-fadcf629f708,mostly47-f567-4dfe-b92e-e5f445180ed4,latency,197.655,2025-09-18T21:50:13.000
mostly71-7b46-42de-9924-9d5f892b2e7b,mostly47-f67b-4525-88a4-87e0e0ddf517,latency,0.711,2025-06-04T08:19:30.000
mostlydb-6274-4650-8a05-6ceb596f8656,mostly48-1645-450e-9245-682cddc7afa1,latency,351.45,2025-09-10T18:03:50.000
mostlyd2-cd98-4b39-a6d3-2f2ec7356c91,mostly48-1d5d-4b92-a4d4-e396a5073546,latency,147.638,2025-04-09T07:40:39.000
mostly3b-2588-4c0c-8267-6d1f542a6eed,mostly48-1f52-442a-ab27-8ea467afa49e,latency,457.435,2025-09-15T08:05:00.000
mostly3f-5e7a-473a-901e-4806216b5455,mostly48-4873-4a47-a7ef-d0f858b8d58c,latency,865.383,2025-10-03T19:50:00.000
mostly90-31d7-4d9c-aaa9-5cd143d44e8d,mostly48-4f32-47b1-92d3-3a888b02d1f9,latency,178.066,2025-08-17T08:35:28.000
mostlye8-4e72-4aea-b2a4-f184920ed19f,mostly48-8196-4181-b4a0-2ffe6c34f218,cpu_usage,829.66,2025-09-16T08:20:55.000
mostlyfb-2e69-4bb9-ae4e-d8757e0e402e,mostly48-8794-47c4-a153-1b88f2bfaa9f,error_rate,0.707,2025-10-03T19:50:00.000
mostlye4-f3f0-46a6-bd2e-6d86c3f9131a,mostly48-9837-43c6-ba24-95cefa7e86df,latency,418.202,2025-01-06T16:36:30.000
mostly86-3c5d-417e-b393-e1a1d45f16b8,mostly48-e8df-4db3-99ff-1c407c1e7734,latency,0.034,2025-10-03T19:50:00.000
mostlyc6-b29c-49ae-bdf4-2e3c205dbe06,mostly49-19ce-4161-af50-234deba3317f,error_rate,62.836,2025-09-16T19:57:08.000
mostlyc4-47dc-4e2f-98e8-71a02ecae410,mostly49-2290-499c-bd48-cd65ea2cb1c8,latency,0.711,2025-04-04T06:06:39.000
mostly20-8e88-42b9-ae28-1d9904db8f74,mostly49-2602-4708-9d99-a58ed81be40a,latency,321.433,2025-06-15T15:41:30.000
mostly71-fe8d-45ca-b92c-96ff3cb4d677,mostly49-2c0c-4327-86a4-1ce117956f9e,latency,0.724,2025-10-03T19:50:00.000
mostly1f-76c7-4b66-9082-be5583e94e8f,mostly49-3313-46ab-920f-3d267ced1a29,accuracy,5.027,2025-06-16T08:20:11.000
mostly6c-34e9-4995-aab0-bdb3c6ce3e06,mostly49-36c1-4f79-b308-056b262470c6,latency,464.613,2025-05-18T10:36:07.000
mostly5b-5696-474b-a38f-af269bcd336e,mostly49-4adb-4f2c-9e42-1df36197efbc,latency,358.586,2025-01-19T07:41:05.000
mostly2f-6fac-4c40-830e-44483d0aae93,mostly49-4cd4-42f0-aaf8-529f99f89609,latency,0.814,2025-08-24T14:20:40.000
mostly0d-57ec-429e-bd96-f148b0731597,mostly49-661a-4ac2-a85d-fd9bc1a4ad2a,latency,188.751,2025-01-15T09:16:25.000
mostly55-62c7-415f-bc1f-d3bbcdd86fae,mostly49-6d5f-4821-a54c-2b424d476858,latency,303.648,2025-01-18T08:06:40.000
mostlyd5-5a50-40f3-9edf-641e22ad348b,mostly49-7337-4570-a75e-58469d8bf1ea,latency,0.609,2025-10-03T19:50:00.000
mostly9c-1d9d-460b-ac73-b4706ca64280,mostly49-7973-49d0-9b78-8baa465fe659,latency,61.805,2025-09-01T08:02:30.000
mostlycd-11fb-4467-b0d0-2b2b4ae4e6f6,mostly49-888f-4be2-8d34-9317b367bde6,latency,72.331,2025-07-14T08:50:15.000
mostlyd8-3d4a-43f5-9ae3-b099e395fda2,mostly49-9bf3-40a7-9bfe-0e078c4d9fe4,error_rate,0.944,2025-10-03T19:50:00.000
mostly3b-18f4-4a9c-86b5-9c6163f4b2ca,mostly49-a2b4-487a-8717-3c5cb2b2a784,latency,1.639,2025-06-23T18:19:30.000
mostlyfe-4ee7-4c36-bcdf-fe8f676407b4,mostly49-a608-4fbb-96ad-e7b057c16241,throughput,67.07,2025-05-19T18:10:30.000
mostly9a-4916-4670-a300-113ced98b71e,mostly49-ad0e-44d6-ab98-05ebf8c88ca8,latency,44.609,2025-01-05T08:40:35.000
mostlya1-9b4a-4394-8e89-388fcbaa69eb,mostly49-cc8b-4516-9fbf-79a9dbfa64e5,latency,53.977,2025-01-18T09:41:30.000
mostlye2-f27a-4360-88a2-df663cb5fd5f,mostly49-e1bb-40fb-aa3e-a390d6400bbd,cpu_usage,0.045,2025-01-03T14:06:15.000
mostlyd7-aa84-46f4-bd0a-1e9ed99c655a,mostly49-f847-43c7-8cee-82396847edb7,latency,421.323,2025-09-15T16:16:10.000
mostly32-2b0a-4e0f-bb43-3077e032183c,mostly49-fb64-463f-9c4b-6a7e48beaa3c,latency,494.105,2025-06-09T14:26:12.000
mostlyb7-4544-4a7b-b9ca-fd0e94ff1daf,mostly49-fd2d-4398-96c1-587006958a44,latency,830.94,2025-10-03T19:50:00.000
